title,vendor,ingredients_cleaned,description_cleaned,sold_count,90 Day Repurchase Rate
Organic C8 MCT Oil,KIKI Health,"mct oil, caprylic acid, medium-chain triglycerides, coconut","caprylic acid (C8) from organic coconuts, energy source and clean fuel for body and mind, oil, general adult audience",0,0.0
Organic Calm,Soulel,,,0,0.0
Organic Calm Treats - 10 packs,Soulel,,,0,0.0
Organic Calming Kava Liquid Drops,MaryRuth's,"kava kava root, california poppy flower, hops flower, skullcap herb, passionflower leaf, schisandra berry, anise seed, licorice root, vegetable glycerin, purified water","kava kava root, skullcap, hops flower, california poppy, passionflower, anise seed, schisandra berry, licorice root, support calm and relaxation, support restful sleep, maintain emotional balance, liquid drops, adults",0,0.0
Organic Carob Powder,KIKI Health,carob,"carob pods, chocolate-like flavor enhancement, powder, general audience",7,0.0
Organic Castor Oil,Fushi,ricinus communis oil,"Castor Oil, Omega-6 Fatty Acids, Vitamin E, antimicrobial, scalp health, eyelash growth, eyebrow growth, hair growth, hydration for dry skin, acne-prone skin, laxative, oil, general adult use",3358,0.182274
Organic Chaga,Vimergy,chaga mushroom,"organic chaga mushroom extract, coffee alternative, powder, adults seeking coffee-free boost",91,0.0
Organic Chaga - Turmeric Latte,Mushrooms For Life,"coconut milk, turmeric root, chaga, ginger root, cinnamon, cardamom, black pepper","organic Chaga mushroom, turmeric, ginger, black pepper, gentle pick-me-up, soothing evening treat, powder, adults",0,0.0
Organic Chaga Capsules,Mushrooms For Life,"chaga, vegetable cellulose, hydroxypropyl methylcellulose","organic Chaga mushroom extract, immune support and antioxidant benefits, capsules, adults",0,0.0
Organic Chaga Extract Powder,Mushrooms For Life,chaga inonotus obliquus conk extract powder,"Chaga conk powder, antioxidant support, powder, adults",0,0.0
Organic Chaga Mushroom Extract,KIKI Health,"chaga mushroom, hypromellose","chaga sclerotium, beta-glucan-rich polysaccharides, triterpenoids, polyphenols, natural daily support, wellness support, capsule, adults, vegans",0,0.0
Organic Chaga Mushroom Extract - Powder,KIKI Health,chaga mushroom,"Chaga sclerotium, beta-glucans, triterpenes, polyphenols, antioxidant support, immune support, powder, adults",0,0.0
Organic Chaga Tincture,Bristol Fungarium,"chaga, water, ethanol","Chaga mushroom, concentrated extract, tincture, adults",53,0.0
Organic Chaste Tree (Agnus Castus),Fushi,"chaste tree berry, vitex agnus-castus","Chaste Tree berries, women's balance and wellbeing, capsules, women, plant-based lifestyle",42,0.44
Organic Chicken Bone Broth - Ambient,Ossa,"water, chicken bones, onion, carrot, celery, leek, garlic, thyme, bay leaf, clove","organic chicken bones, organic vegetables, bone broth, enriching soups and stews, warming drink, liquid broth, general audience",444,0.36965
Organic Chicken Bone Broth Ambient 240ml,Ossa,"water, chicken bone, onion, carrot, celery, leek, garlic, thyme, bay leaf, clove","organic chicken bones, vegetables, nourishment, drink or cooking base, liquid broth, general audience",383,0.389831
Organic Children Mandarin & Aloe Vera Toothpaste,Green People,"calcium carbonate, glycerin, water, betaine, xanthan gum, aloe barbadensis leaf juice powder, citrus nobilis peel oil, citrus aurantium dulcis peel oil, commiphora myrrha oil, olea europaea leaf extract, limonene, linalool","Aloe Vera, Myrrh, fluoride-free, SLS-free, oral health maintenance, gentle cleanse, toothpaste, children",0,0.0
Organic Children Mandarin & Fluoride Toothpaste,Green People,"calcium carbonate, glycerin, water, betaine, xanthan gum, citric acid, aloe barbadensis leaf juice powder, stevia rebaudiana leaf stem extract, citrus nobilis peel oil, citrus aurantium dulcis peel oil, commiphora myrrha oil, olea europaea leaf extract, sodium fluoride, sodium benzoate, potassium sorbate, limonene, linalool","Aloe Vera, Myrrh, fluoride (1000ppm), organic ingredients, oral care, toothpaste, children/kids",0,0.0
Organic Children Scent Free Sun Cream SPF30,Green People,"aqua, coco-caprylate, diethylhexyl butamido triazone, diethylamino hydroxybenzoyl hexyl benzoate, zinc oxide, cetearyl alcohol, cetearyl glucoside, glycerin, caprylic/capric triglyceride, oryza sativa starch, olea europaea fruit oil, theobroma cacao seed butter, helianthus annuus seed oil, aloe barbadensis leaf juice powder, polyglyceryl-3 polyricinoleate, isostearic acid, polyhydroxystearic acid, potassium cetyl phosphate, palmitic acid, stearic acid, camellia sinensis leaf extract, althaea officinalis root extract, chamomilla recutita flower extract, rosmarinus officinalis leaf extract, leontopodium alpinum flower/leaf extract, commiphora myrrha oil, xanthan gum,","Cocoa Butter, Shea Butter, Broad-spectrum UVA & UVB filters, sun protection, moisturizing, soothing, water repellent, cream, babies and children with sensitive skin",95,0.159574
Organic Children Spearmint & Aloe Vera Toothpaste,Green People,"calcium carbonate, glycerin, water, betaine, xanthan gum, aloe barbadensis leaf juice powder, mentha piperita oil, mentha spicata oil, commiphora myrrha oil, olea europaea leaf extract, limonene","Aloe Vera, Spearmint, Olive Leaf extract, fluoride-free, soothes sensitive gums, refreshes breath, supports gum health, toothpaste, children of all ages",0,0.0
Organic Chlorella,KIKI Health,chlorella,"Chlorella vulgaris, daily plant-powered support, tablets, adults",573,0.0
Organic Chlorella Powder,KIKI Health,chlorella,"chlorella powder, natural nourishment, dietary supplement, vegetarians and vegans",115,0.0
Organic Coconut Oil,KIKI Health,coconut oil,"organic coconut oil, cooking, baking, roasting, skin nourishment, hair nourishment, oil, general audience",392,0.0
Organic Complex For HER,Nutrivore,,,0,0.0
Organic Complex For HIM,Nutrivore,,,0,0.0
Organic Cordyceps,APE Nutrition,cordyceps militaris fruiting bodies,"Organic Cordyceps mushroom fruiting bodies, beta-glucans, mushroom extract powder, daily supplement for adults",0,0.0
Organic Cordyceps - Adaptogen Coffee,Mushrooms For Life,"coffee, cordyceps, vanilla, cardamom","Arabica coffee, organic Cordyceps militaris extract, cardamom, vanilla, daily ritual, dairy-free, vegan, powder, general adult consumers",0,0.0
Organic Cordyceps - Beetroot Latte,Mushrooms For Life,"raw cacao powder, coconut milk powder, beetroot juice powder, cordyceps extract","organic Cordyceps militaris fruiting bodies, organic beetroot juice powder, raw cacao, coconut milk powder, mindful moment, gentle pick-me-up, cosy evening treat, powder, general adult consumers",0,0.0
Organic Cordyceps Capsules,Mushrooms For Life,"cordyceps militaris, vegetable cellulose, hydroxypropyl methylcellulose","organic Cordyceps militaris extract, supports daily botanical supplementation, capsule, adults",0,0.0
Organic Cordyceps Extract - Vegetarian Capsules,KIKI Health,"cordyceps militaris mushroom extract, hypromellose","Cordyceps militaris mushroom extract, beta-glucans, cordycepin, triterpenes, sterols, polyphenols, support wellbeing, capsule, adults",92,0.0
Organic Cordyceps Extract Powder,Mushrooms For Life,cordyceps militaris fruiting body extract,"organic Cordyceps mushroom extract, energy and wellness support, powder, adults",0,0.0
Organic Cordyceps Mushroom Extract - Powder,KIKI Health,cordyceps sinensis mushroom,"Cordyceps mushroom extract, beta-glucans, cordycepin, triterpenes, sterols, polyphenols, immune support, antioxidant support, powder, adults seeking mindful supplementation",0,0.0
Organic Cordyceps Mushroom Liposomal - Maple Spice,MaryRuth's,"protein, vitamin e, sunflower seed oil, phosphatidylcholine, phosphatidylinositol, phosphatidylethanolamine, sterols, cordyceps militaris, beta-glucans, vegetable glycerin, almond butter, water, vanilla extract, maple extract, cinnamon oil, clove oil, almond","Cordyceps militaris myceliated biomass, beta-glucans, full mushroom parts, sorghum substrate, liposomal format, support stamina, endurance, overall wellness, liquid, adults",0,0.0
Organic Cordyceps Perform Powder,Mushrooms For Life,cordyceps sinensis biomass powder,"Cordyceps sinensis powder, energy and wellness support, powder, general adult consumers",0,0.0
Organic Cordyceps Perform Spectrum,Mushrooms For Life,"cordyceps sinensis, vegetable cellulose, hydroxypropyl methylcellulose","organic Cordyceps mushroom powder, immune support and wellness, capsules, adults",0,0.0
Organic Cordyceps Tincture,Bristol Fungarium,"cordyceps, water, ethanol","organic Cordyceps fruiting bodies, support wellbeing, liquid tincture, adults",141,0.380165
Organic Cotton Bolster,Yogamatters,,"100% organically grown cotton, support and comfort during yoga, yoga bolster, yoga practitioners including pregnancy and post-natal women",145,0.0
Organic Cotton Castor Oil Pack Insert for Liver,Queen of the Thrones,,"100% organic cotton, supports natural cleansing and detoxification, reusable insert, users of Queen of the Thrones® Castor Oil Pack for Liver",0,0.0
Organic Cotton Two Toned Yoga Mat Bag - Ecru,Yoga Studio,,"100% GOTS Certified Organic Cotton, carrying yoga mats, yoga mat bag, yoga practitioners",4,0.0
Organic Cotton Yoga Blanket - Black,Yoga Studio,,"Organic cotton, posture support, meditation, relaxation, yoga, blanket, adults",1,0.0
Organic Cotton Yoga Blanket - Green,Yoga Studio,,"organic cotton, posture support, meditation, relaxation, yoga support, blanket, adults",3,0.0
Organic Cotton Yoga Blanket - Natural White,Yoga Studio,,"organic cotton, meditation and relaxation support, yoga blanket, yoga practitioners",8,0.0
Organic Cotton Yoga Blanket - Navy Blue,Yoga Studio,,"organic cotton, meditation and relaxation support, yoga blanket, yoga practitioners",1,0.0
Organic Cotton Yoga Mat - Natural White,Yoga Studio,,"organic cotton, grip and traction during yoga, yoga mat, yogis",7,0.0
Organic Cranberry Gummies,MaryRuth's,"cranberry, d-mannose, glucose, cane sugar, water, pectin, citric acid, sodium citrate, sunflower oil, carnauba wax","cranberry fruit extract, D-mannose, supports urinary tract health, vegan gummies, women",0,0.0
Organic D3 + K2 Spray - Unflavoured,MaryRuth's,"vitamin d, vitamin k2, olive oil","Vitamin D3, Vitamin K2 (MK7), bone health, muscle function, blood clotting, immune system support, spray, vegan-friendly adults",0,0.0
Organic D3+B12 Gummies - Raspberry,MaryRuth's,"vitamin d3, vitamin b12, organic isomalto-oligosaccharides, purified water, organic erythritol, pectin, citric acid, natural raspberry flavor, sodium citrate, organic fruit powder (strawberry, blueberry, raspberry, tart cherry, pomegranate, cranberry, orange, lemon), organic stevia leaf extract, organic sunflower oil","cholecalciferol (vitamin D3), methylcobalamin (vitamin B12), supports immune function, supports energy levels, aids calcium absorption, supports bone health, gummy, vegan adults",0,0.0
Organic Dandelion Root Liquid Extract - Unflavoured,MaryRuth's,"dandelion root, vegetable glycerin, purified water","dandelion root extract, supports digestion and detox, liquid tincture, general adult audience",0,0.0
Organic Decaffeinated Mushroom Coffee,KIKI Health,"arabica coffee, turkey tail, lion's mane, cordyceps","organic Lion’s Mane, Turkey Tail, Cordyceps mushroom extracts, decaffeinated Arabica beans, beta-glucan polysaccharides, caffeine-free coffee experience, antioxidant support, immune support, cognitive support, decaffeinated coffee, powder, adults",216,0.0
Organic Detox,Soulel,,,0,0.0
Organic Dirt,Soulel,,,0,0.0
Organic Echinacea Purpurea Extract,Botanicals For Life,"coconut, vegetable glycerine, purified water, echinacea root extract","echinacea, coconut glycerine, immune support, liquid drops, adults",0,0.0
Organic Elderberry Drops - Blueberry Raspberry,MaryRuth's,"elderberry, vegetable glycerin, water, natural flavors, citric acid","organic European elderberry extract, blueberry, raspberry, immune support, liquid drops, general audience",0,0.0
Organic Elderberry and Propolis Syrup,Raw Pot,"elderberry, propolis, honey","organic elderberries, raw honey, raw propolis, everyday wellbeing, syrup, adults and children over 1 year",0,0.0
Organic Eucalyptus Oil,Cliganic,eucalyptus oil,"eucalyptus oil, eases mental tension, uplifts mood, promotes sense of wellbeing, essential oil, general adult use",0,0.0
Organic Extra Virgin Olive Oil,Erewhon,"magnesium chloride, citrus aurantium bergamia peel oil, pelargonium graveolens oil","cold-pressed Koroneiki olives, cooking and finishing, oil, general audience",0,0.0
Organic Fenugreek Seed Liquid Extract - Unflavoured,MaryRuth's,"fenugreek seed extract, vegetable glycerin, purified water","organic fenugreek seed extract, supports digestion and balance, liquid extract/tincture, general adult use",0,0.0
Organic Fermented Milk Thistle,Living Nutrition,"milk thistle, vegetable cellulose","fermented milk thistle, support daily balance and routine, capsule, adults",289,0.0
Organic Fiber - Pineapple Mango,Ancient Nutrition,"organic acacia fiber, organic konjac root, bacillus coagulans, organic pineapple, organic mango, citric acid, organic stevia leaf, organic turmeric, organic lemon","glucomannan from konjac root, acacia fibre, organic stevia, maintenance of normal blood cholesterol levels, daily fibre intake, powder, general adult consumers",0,0.0
Organic Fiber - Raspberry Lemonade,Ancient Nutrition,"acacia fiber, konjac root, bacillus coagulans, pineapple, mango, citric acid, stevia leaf, turmeric, lemon","organic acacia, konjac root, Bacillus coagulans, add fibre to daily routine, soluble fibre, powder, general adult audience",0,0.0
Organic Flaxseed Oil,Fushi,flax seed oil,"alpha-linolenic acid (ALA), Omega-3 fatty acids, maintain normal blood cholesterol levels, essential fatty acids for daily nourishment, oil, vegetarians, vegans",432,0.338776
Organic Frankincense Oil,Cliganic,boswellia serrata oil,"Organic Frankincense Oil, promotes deep relaxation and emotional balance, essential oil/aromatherapy oil, general adult audience",105,0.350515
Organic Garlic Pepper Grinder,Redmond Life,"sea salt, garlic, black pepper, onion, parsley","unrefined sea salt, organic garlic, black pepper, onion, parsley, seasoning for cooking, grinder, general audience",3,0.0
Organic Ghee,Fushi,"ghee, butter, vitamin a, vitamin d, vitamin k2","vitamins A, D, K, ghee, support vision, support bones, support immune function, lactose-free, clarified butter, powder, general audience",730,0.449495
Organic Ghee - Grass Fed Clarified Butter,Ossa,"butter, milk","organic butter from grass-fed cows, lactose-free, casein-free, high-heat cooking, frying, baking, spreading on toast, ghee, general audience",0,0.434783
Organic Ginseng Vitality Herbal Blend Liquid Drops,MaryRuth's,"asian ginseng root, american ginseng root, ashwagandha root, eleuthero root, maca root, glycerin, purified water","Asian ginseng, American ginseng, ashwagandha, eleuthero, maca, support natural energy and endurance, manage stress, promote balance, support healthy libido and sexual function, liquid drops, adults",0,0.0
Organic Goji Berry Powder,KIKI Health,goji berry,"goji berries, natural sweetness and nutrient boost, powder, general audience",0,0.0
Organic Golden Flaxseed Meal,Bob's Red Mill,flaxseed,"organic golden flaxseed meal, omega-3 (ALA) fatty acids, fiber, maintaining normal blood cholesterol levels, powder, general adult audience",0,0.0
Organic Goldenseal,Vimergy,"goldenseal, glycerin, water, lemon juice","organic goldenseal, organic glycerin, organic lemon juice, wellness support, liquid, general adult use",426,0.412698
Organic Grain-free Cereal - Cinnamon,Lovebird Foods,"cassava flour, coconut sugar, honey, coconut oil, cinnamon, sea salt, buckwheat","organic cinnamon, coconut sugar, organic grain-free cereal, breakfast, cereal, general audience",0,0.0
Organic Grain-free Cereal - Cocoa,Lovebird Foods,"buckwheat flour, cassava flour, coconut sugar, cocoa powder, coconut oil, vanilla, sea salt","organic coconut sugar, buckwheat flour, cassava flour, cocoa, vanilla, breakfast cereal, grain-free, gluten-free, dairy-free, non-GMO, powder (cereal), general audience",0,0.0
Organic Grain-free Cereal - Fruity,Lovebird Foods,"buckwheat flour, cassava flour, honey, coconut sugar, strawberry juice powder, coconut oil, sea salt, beet juice powder, lemon oil","organic strawberry, lemon, organic honey, coconut sugar, organic grains, non-GMO, gluten-free, dairy-free, grain-free cereal, breakfast food, cereal bowl, adults and children",0,0.0
Organic Grain-free Cereal - Honey,Lovebird Foods,"cassava flour, honey, coconut sugar, coconut oil, sea salt, vanilla, buckwheat","cassava flour, buckwheat, coconut sugar, organic honey, gluten-free, dairy-free, GMO-free, grain-free cereal, breakfast cereal, powder/form factor (cereal), general audience",0,0.0
Organic Greens - Unflavoured,Love Life Supplements,"inulin, chicory root, kale, steviol glycosides, spirulina, spinach, pea protein, chlorella, seagreens, bacillus coagulans","organic kale, organic spirulina, organic spinach, organic pea protein, organic seagreens, organic chlorella, organic inulin, Lactospore® Bacillus coagulans, support active lifestyle, add greens and fibre, powder, general adult audience",81,0.0
Organic Greens Powder,Barlean's,"oat grass, wheatgrass, barley grass, alfalfa grass, spinach leaf, spirulina, chlorella, parsley leaf, jerusalem artichoke, flaxseed, apple, acerola cherry, matcha green tea leaf, acai berry, blueberry, rosemary leaf, turmeric root, stevia leaf, schisandra berry, astragalus root, silicon dioxide","oat grass, wheatgrass, barley grass, flaxseed, Jerusalem artichoke inulin, organic greens, plant-based ingredients, natural fibre, daily balance, gentle fibre, powder, adults seeking plant-based greens and fibre",0,0.0
Organic Gripe Water Liquid Drops - Unflavoured,MaryRuth's,"ginger root, fennel seed, dill seed, vegetable glycerin, purified water","organic ginger root, fennel seed, dill seed, organic vegetable glycerin, purified water, supports digestive comfort, soothes occasional fussiness, liquid drops, newborns, infants",0,0.0
Organic Gripe Water Nighttime Liquid Drops - Unflavoured,MaryRuth's,"ginger root, fennel seed, lemon balm leaf, chamomile flower, vegetable glycerin, purified water","chamomile, lemon balm, ginger, fennel, organic vegetable glycerin, purified water, digestive comfort, relaxation, soothe fussiness, nighttime comfort, liquid drops, newborns, infants",0,0.0
Organic Ground Coffee,Vivo Life,"organic ground coffee, lion's mane fruiting body extract","organic ground coffee, Lion’s Mane mushroom, ground coffee, adults",70,0.0
Organic Hair Serum,Cliganic,"jojoba seed oil, coconut oil, hemp seed oil","jojoba seed oil, coconut oil, hemp seed oil, heals damaged hair, protects hair from environmental toxins, strengthens hair cuticles, frizz control, hair serum, general adult audience",29,0.0
"Organic Hair, Skin, & Nails Gummies - Strawberry",MaryRuth's,"vitamin c, vitamin e, biotin, sodium, glucose, cane sugar, water, pectin, citric acid, sodium citrate, natural flavor, vegetable juice, sunflower oil, carnauba wax","biotin, vitamin C, vitamin E, maintain normal hair skin and nails, support collagen formation, protect cells from oxidative stress, gummy, general adult consumers",0,0.0
Organic Heart,Soulel,,,0,0.0
Organic Hemp Protein Powder,KIKI Health,hemp protein,"hemp protein, supports muscle growth, maintains normal bones, powder, general adult consumers",0,0.0
Organic Holy Basil Leaf Liquid Drops,MaryRuth's,"holy basil, vegetable glycerin, purified water","organic holy basil leaf extract, supports mental emotional and physical balance, promotes healthy stomach and digestive function, encourages detoxification and antioxidant activity, liquid drops, adults",0,0.0
Organic Hormony,Soulel,,,0,0.0
Organic Hydrating Flower Water Collection,Alteya Organics,"rosa damascena, rosa centifolia, rosa alba, lavandula angustifolia","Rosa Damascena Rose Water, Rosa Centifolia Rose Water, Rosa Alba Rose Water, Lavender Water, soothes and hydrates skin, refines pores, rejuvenates complexion, balances moisture barrier, calms redness and irritation, replenishes moisture, soothes inflammation, enhances flavour in foods and beverages, flower water, all skin types",0,0.0
Organic ImmunoBerry™ Liquid,Designs For Health,"elderberry, astragalus, wild cherry, maitake mushroom, shiitake mushroom, glycerine, water, lemon juice, potassium lactate","organic elderberry, astragalus, wild cherry bark, maitake mushrooms, shiitake mushrooms, immune support, daily or seasonal wellbeing, liquid, adults and children",0,0.0
Organic Infant Precision Probiotic Colic Liquid Drops - Unflavoured,MaryRuth's,"vitamin b6, sodium, dong quai root, chaste tree berry, chamomile flower, sunflower oil","Pediococcus pentosaceus, Bifidobacterium longum, digestive support, reduce crying and fussiness linked to colic, improve stool consistency, liquid drops, infants",0,0.0
Organic Infants Liquid Probiotic - Unflavoured,MaryRuth's,"bacillus coagulans, lactobacillus reuteri, bifidobacterium lactis, bifidobacterium infantis, bifidobacterium bifidum, medium chain triglycerides oil, alfalfa grass","Bacillus coagulans Unique IS-2®, five probiotic strains, supports infant gut health, liquid, infants aged 6–12 months",0,0.0
Organic Ionic Zinc Liquid Drops - Unflavoured,MaryRuth's,"zinc, glycerin, water","zinc, support immune system, maintain healthy skin, support metabolism, support cognitive function, support vision, protect cells from oxidative stress, liquid drops, general adult use",0,0.0
Organic Irish Sea Moss Capsules,Shhine,"irish sea moss, plant cellulose","iodine, cognitive and thyroid support, capsule, vegans and plant-based lifestyles",0,0.0
Organic Jojoba Oil,Cliganic,jojoba oil,"jojoba oil, vitamin E, B-complex, hydrates and nourishes skin, reduces frizz, adds shine to hair, non-greasy, won't clog pores, oil, all skin types",586,0.273333
Organic KSM-66® Ashwagandha,Love Life Supplements,"ashwagandha, hydroxypropyl methylcellulose, bioperine","ashwagandha root extract, BioPerine black pepper extract, daily balance support, capsule, vegetarians and vegans",0,0.0
Organic Kidney & Bladder Herbal Blend Liquid Drops,MaryRuth's,"juniper berry, cleavers leaf, dandelion leaf, corn silk, hawthorn leaf, horsetail aerial parts, chanca piedra, vegetable glycerin, purified water","juniper berry, cleavers, dandelion leaf, corn silk, hawthorn, horsetail, chanca piedra, supports normal kidney and bladder function, maintains healthy fluid balance and urine flow, liquid drops, adults",0,0.0
Organic Kids Elderberry Liquid Drops - Blueberry Raspberry,MaryRuth's,"european elderberry, water, vegetable glycerin, citric acid, raspberry, blueberry","organic European elderberry extract, natural blueberry and raspberry flavours, immune support (implied), liquid drops, children aged 4 and up",0,0.0
Organic Kids Focus & Attention Liquid Drops,MaryRuth's,"astragalus root, wood betony, ginkgo leaf, eleuthero root, rhodiola root, licorice root, english lavender flower, spearmint leaf, passionflower","Ginkgo Leaf, Rhodiola Root, Lavender Flower, Spearmint Leaf, support focus and calm, liquid drops, children aged 4 and up",0,0.0
Organic Kids Immunity Gummies - Mixed Berry,MaryRuth's,"vitamin c, zinc, elderberry, glucose syrup, cane sugar, water, maltodextrin, pectin, citric acid, sunflower oil, natural flavor, carnauba wax, sodium citrate","vitamin C, zinc, organic European elder berry extract, maintain normal immune function, protect cells from oxidative stress, support maintenance of normal skin, gummy, children aged 4 and up",0,0.0
Organic Kids Liquid Probiotic - Unflavoured,MaryRuth's,"bacillus coagulans, lactobacillus reuteri, bifidobacterium lactis, bifidobacterium infantis, bifidobacterium bifidum, medium chain triglycerides oil, alfalfa grass","Bacillus coagulans Unique IS-2®, Bifidobacterium lactis, Bifidobacterium infantis, Bifidobacterium bifidum, Lactobacillus reuteri, supports digestive and immune function, liquid, children",0,0.0
Organic Kids Multivitamin + Postbiotics Gummies - Mixed Berry & Cherry,MaryRuth's,"retinyl palmitate, ascorbic acid, cholecalciferol, d-alpha tocopherol acetate, pyridoxine hydrochloride, calcium l-5-methyltetrahydrofolate, methylcobalamin, d-biotin, calcium d-pantothenate, potassium iodide, zinc citrate, sodium, bifidobacterium lactis, lactobacillus rhamnosus, glucose syrup, cane sugar, purified water, maltodextrin, citric acid, sunflower oil, vegetable juice, fruit juice, natural flavors, sodium citrate, carnauba wax","vitamin C, vitamin D, vitamin A, vitamin E, B vitamins (B6, B12, biotin, folate, pantothenic acid), iodine, zinc, postbiotics, support healthy growth and development, maintain normal bones, teeth, immune function, support energy and cognitive function, gummy, children aged 4 and up",0,0.0
Organic Kids Multivitamin Liposomal - Strawberry Cherry & Vanilla,MaryRuth's,"vitamin A, vitamin C, vitamin D, vitamin E, vitamin B6, folate, vitamin B12, biotin, pantothenic acid, choline, zinc, organic sunflower seed oil, organic phosphatidylcholine, organic phosphatidylinositol, organic phosphatidylethanolamine, organic sterols, omega-9 oleic acid, inositol, organic vegetable glycerin, purified water","vitamin A, B vitamins, vitamin C, vitamin D3, zinc, immune function support, tissue development, energy production, metabolism support, nervous system health, liquid (liposomal delivery), children",0,0.0
Organic Kids Precision Probiotic Digestive Liquid Drops - Raspberry,MaryRuth's,"lacticaseibacillus rhamnosus, organic sunflower oil, organic natural flavor, silicon dioxide","Lacticaseibacillus rhamnosus GG (LGG®), supports digestive health and microbiome balance, promotes immune function, liquid drops, children ages 4–13",0,0.0
Organic Kids Vitamin C Liquid Drops - Orange Vanilla,MaryRuth's,"vitamin c, acerola fruit, vegetable glycerin, purified water, orange flavor, vanilla flavor","organic acerola fruit extract, vitamin C, supports immune system, healthy skin, bones, blood vessels, protects cells from oxidative stress, liquid drops, children ages 4 to 13 years",0,0.0
Organic Kids Vitamin D3 Liquid Drops - Orange,MaryRuth's,"vitamin d, cholecalciferol, organic olive oil, organic orange oil","vitamin D3 (cholecalciferol) from vegan lichen, supports bone development, muscle function, immune health, liquid drops, children/kids",0,0.0
Organic Kids Zinc Drops - Berry,MaryRuth's,"zinc, vegetable glycerin, water, natural flavour","zinc, supports immune system, supports cognitive function, contributes to healthy skin, liquid drops, children aged 4 to 13",0,0.0
Organic Lamb Bone Broth Ambient,Ossa,"water, lamb bone, onion, carrot, celery, tomato paste, garlic, thyme, bay leaf","organic lamb bones, organic vegetables, bone broth, warming drink, soup base, stew base, sauce base, liquid, general adult audience",67,0.0
Organic Lavender Oil,Cliganic,lavender oil,"lavender oil, promotes deep and restful sleep, manages stress and anxiety, heals joint and muscle pain, calms irritated skin, soothes bug bites, fights fungal infections, stimulates hair growth, relieves headaches, essential oil, oil, general adult use",0,0.0
Organic Lavender Purifying Jelly Cleanser,Alteya Organics,"water, lavandula angustifolia flower water, aloe barbadensis leaf juice, lauryl glucoside, coco-glucoside, glycerin, bisabolol, magnolia officinalis bark extract, xanthan gum, potassium sorbate, citric acid, sodium levulinate, lavandula angustifolia oil, phytic acid, copaifera officinalis resin oil, cananga odorata flower oil, sodium hydroxide, sodium benzoate, pentylene glycol, sodium hyaluronate, linalool","organic lavender water, bisabolol, magnolia extract, cleanses skin, reduces pore buildup and congestion, soothes and calms irritated skin, balances oil production, cleanser, all skin types especially irritated or problem-prone skin",0,0.0
Organic Lemon Balm,Vimergy,"lemon balm, glycerin, water","lemon balm extract, natural relaxation and calm, liquid, adults seeking natural relaxation",845,0.455738
Organic Lemon Balm Leaf Liquid Drops,MaryRuth's,"lemon balm, vegetable glycerin, purified water","lemon balm leaf (Melissa officinalis), supports calm and balanced mood, promotes relaxation, stress support, liquid drops, adults",0,0.0
Organic Lemon Pepper Grinder,Redmond Life,"sea salt, lemon peel, black pepper, garlic, onion, thyme leaves","organic lemon peel, black pepper, unrefined ancient sea salt, garlic, onion, thyme, seasoning, flavor enhancement, grinder, general audience",3,0.0
Organic Lemon Tea Tree Oil,Cliganic,"lemon, tea tree oil","Organic Lemon Tea Tree Oil, antimicrobial, purifying, prevents blemishes and breakouts, relieves sore muscles and tension, uplifts mood, repels insects, oil, general adult use",0,0.0
Organic Lemongrass Oil,Cliganic,lemongrass oil,"lemongrass oil, uplifts mood, eases feelings, neutralises odours, refreshes environment, essential oil, general adults",2,0.0
Organic Licorice,Vimergy,"licorice root, glycerin, water, lemon juice","organic licorice root, digestive support and wellbeing, liquid tincture, general adult audience",178,0.537634
Organic Lion's Mane,APE Nutrition,hericium erinaceus,"organic Lion’s Mane fruiting bodies, cognitive clarity support, powder, general adult audience",0,0.0
Organic Lion's Mane Capsules,Mushrooms For Life,"lion's mane, hydroxypropyl methylcellulose","Lion's Mane extract, cognitive support, capsules, adults",0,0.0
Organic Lion's Mane Extract Powder,Mushrooms For Life,"lion's mane, hericium erinaceus","Lion's Mane mushroom extract, cognitive support, easy-to-mix powder, adults",0,0.0
Organic Lion's Mane Focus Capsules,Mushrooms For Life,"lion's mane (hericium erinaceus), vegetable cellulose","organic Lion’s Mane, cognitive clarity and focus, vegetarian capsules, adults",0,0.0
Organic Lion's Mane Focus Powder,Mushrooms For Life,lion's mane (Hericium erinaceus),"Lion's Mane mushroom, myco-fermented grain and fruiting body powders, cognitive focus and calm, powder, adults",0,0.0
Organic Lion's Mane Liposomal - Coffee Cake,MaryRuth's,"protein, vitamin e, organic sunflower seed oil, organic phosphatidylcholine, organic phosphatidylinositol, organic phosphatidylethanolamine, organic sterols, hericium erinaceus, beta-glucans, organic vegetable glycerin, organic almond butter, purified water, organic vanilla extract, coffee extract, cinnamon oil, almond","Organic Lion’s Mane (Hericium erinaceus), beta-glucans, mycelium, primordia, fruiting bodies, immune health, cognitive health, neural growth factor (NGF) activity, memory, learning, mental clarity, liposomal delivery, liquid (bottle), adults",0,0.0
Organic Lion's Mane Liquid Drops,MaryRuth's,"lion's mane, glycerin, water","Organic Lion's Mane mushroom, cognitive support, liquid drops, adults",0,0.0
Organic Lion's Mane Mushroom Extract,KIKI Health,"lion's mane mushroom, hypromellose","Lion’s Mane mushroom extract, daily balance, capsules, adults",1421,0.0
Organic Lion's Mane Mushroom Extract Powder,KIKI Health,"lion's mane mushroom extract, hypromellose","organic lion’s mane mushroom powder, cognitive support and wellness, powder, adults",514,0.0
